denominazione,tipologia,ente,tip_amministrativa,indirizzo,frazione,cap,telefono,fax,email,sito_web,Latitudine,Longitudine
Biblioteca comunale,Pubblica,Comune di Campobello di Mazara,Comune,Piazza Garibaldi 12/H,,91021.0,+39 092447533,,,,37.633297,12.746945
Biblioteca comunale,Pubblica,Comune di Custonaci,Comune,Piazza Europa 4,,91015.0,+39 0923971603,,,,38.0705974,12.6869364
Biblioteca comunale Vito Carvini,Importante non specializzata,Comune di Erice,Comune,Piazza Umberto I,,91016.0,+39 0923869258,,,,38.0381827,12.5870411
Biblioteca comunale,Importante non specializzata,Comune di Gibellina,Comune,Viale Segesta,,91024.0,+39 0924674446,+39 092467428,,,37.8126642,12.8754363
Biblioteca comunale Salvatore Struppa,Importante non specializzata,Comune di Marsala,Comune,Via XI maggio,,91025.0,+39 0923956939,+39 0923953390,,,37.801065,12.432045
Biblioteca del Seminario vescovile,Specializzata,Seminario vescovile di Mazara del Vallo,Enti ecclesiastici,"Piazza della Repubblica, 16",,91026.0,+39 0923.933330,,uff.benicult@diocesimazara.it,,37.6517089,12.5899086
Biblioteca comunale,Importante non specializzata,Comune di Mazara del Vallo,Comune,Piazza Plebiscito 2,,91026.0,+39 0923940266,+39 0923931174,,,37.6518317,12.5885676
Biblioteca comunale,Importante non specializzata,Comune di Paceco,Comune,Via N. Agate 46,,91027.0,+39 0923881991,+39 0923883512,,,37.9816218,12.5617855
Biblioteca comunale,Pubblica,Comune di Partanna,Comune,Via del Popolo,,91028.0,+39 092449258,+39 092488266,,,37.7211357,12.8905332
Biblioteca comunale Arciprete Nunzio Caronna,Pubblica,Comune di Poggioreale,Comune,Corso Umberto I,,91020.0,+39 092475642,,,,37.7632908,13.0366219
"Biblioteca Padre Maurizio Damiani"" del Convento dei frati cappuccini""",Pubblica,Frati cappuccini di Salemi,Enti ecclesiastici,"Via San Leonardo, 1",,91018.0,+39 0924.64347,+39 0924.981614,bidamianisalemi@opactrapani.it,http://www.opactrapani.it/biblioteche/salemi-cappuccini,37.82392,12.80385
Biblioteca comunale Simone Corleo,Importante non specializzata,Comune di Salemi,Comune,Piazza I. Lampiasi 1,,91018.0,+39 0924982248,,,,37.816856,12.8012859
Biblioteca comunale,Pubblica,Comune di San Vito Lo Capo,Comune,Via B. Napoli,,91010.0,,,,,38.1749742,12.7336829
Biblioteca dell'Archivio di Stato di Trapani,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Trapani,Direzione generale per gli archivi,Via N. Nasi 9,,91100.0,+39 092321863,,,,38.0152084,12.5084345
Biblioteca Fardelliana,Importante non specializzata,Ente morale Fardelliana,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via De  Santis 2,,91100.0,+39 0923556025,+39 0923539228,direzione@fardelliana.it,http://www.opactrapani.it/fardelliana.htm,38.0107106,12.5497223
Biblioteca comunale,Pubblica,Comune di Vita,Comune,Viale Europa,,91010.0,+39 0924955429,+39 0924955148,,,37.8702472,12.826832
Biblioteca del Polo territoriale universitario della Provincia di Trapani. Università degli studi di Palermo,Istituto di insegnamento superiore,Università degli studi di Palermo. Polo didattico di Trapani,Universita' statali,Lungomare Dante Alighieri,Casa Santa,91016.0,+39 0923569042,,biblioteca.polotrapani@unipa.it,http://www.unipa.it/Biblioteca-del-Polo-Territoriale-Universitario-della-Provincia-di-Trapani/,38.0341101200766,12.5341707414948
Biblioteca Museo regionale Pepoli,Specializzata,Regione siciliana,Regione,Via Conte A. Pepoli 200,,91100.0,+39 0923553269,+39 0923535444,,,38.0192216,12.5430672
Biblioteca diocesana Giovanni Biagio Amico,Importante non specializzata,Diocesi di Trapani,Enti ecclesiastici,"Via Cosenza, 90",,91016.0,+39 0923.031326,+39 0923.562411,biblioteca@seminariotrapani.it,,38.0284481,12.5487659
Biblioteca della Provincia regionale di Trapani,Specializzata,Provincia regionale di Trapani,Provincia,Via Osorio,,91100.0,+39 0923806525,+39 0923872385,,,38.0163672,12.5169342
Biblioteca comunale,Pubblica,Comune di Castellammare del Golfo,Comune,Via G. Marconi 139,,91014.0,+39 092431444,,,,38.0266699,12.8849515
Biblioteca storico letteraria Centro culturale Luigi Pirandello,Pubblica,Centro culturale Luigi Pirandello,"Accademie, associazioni, fondazioni, istituti (pubblici)",Corso G. Garibaldi 76,,91014.0,,,,,38.0235252,12.8811474
Biblioteca comunale,Pubblica,Comune di Favignana,Comune,Piazza Madrice 65/66,,91023.0,+39 0923921111,+39 0923921403,,,37.9318167,12.3289835
Biblioteca pubblica della Società operaia di mutuo soccorso,Pubblica,Società operaia di mutuo soccorso,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Piazza Libertà,,91029.0,+39 092461378,,,,37.7735826,12.8799164
Biblioteca comunale Francesco De Stefano,Pubblica,Comune di Valderice,Comune,Via della Regione,,91019.0,+39 0923833300,+39 0923891452,,,38.0374564,12.6145394
Biblioteca del Centro studi e ricerche,Pubblica,Centro sportivo italiano,Privati - Famiglie,Via Lido di Venere 2,,91100.0,+39 0923567888,,,,38.0366582,12.5398888
Biblioteca di tradizioni popolari e storia locale,Specializzata,Associazione per la tutela delle tradizioni popolari del trapanese,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Errante 8,,91100.0,+39 0923551176,,,,38.0192599,12.5197194
Biblioteca della Casa circondariale,Pubblica,Ministero della giustizia. Casa circondariale di Erice,Presidenza del consiglio dei ministri e ministeri,Via Madonna di Fatima 226,Casa Santa,91016.0,+39 0923562511,+39 0923565700,,,38.0323126,12.5412868
Biblioteca dell'Associazione culturale Giuseppe Cardinale,Pubblica,Associazione culturale Giuseppe Cardinale,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Salita S. Anna 127,Casa Santa,91016.0,+39 0923535170,,,,38.0295523,12.5642261
Biblioteca della Parrocchia di S. Lorenzo Levita,Pubblica,Parrocchia di S. Lorenzo Levita,Enti ecclesiastici,Piazza Madrice 1,Xitta,91100.0,+39 0923551627,,,,37.9965438,12.5477788
Biblioteca dell'Istituto salesiano Don Bosco,Pubblica,Salesiani. Istituto salesiano Don Bosco di Trapani,Enti ecclesiastici,Via G.B. Fardella 24,,91100.0,+39 092321193,,,,38.0187531,12.5185852
Biblioteca del Centro di lettura Don Bosco,Pubblica,Centro di lettura Don Bosco,Enti ecclesiastici,Via Nazionale 321,Fulgatore,91010.0,+39 0923811030,,,,38.0902925,12.7709807
Biblioteca dela Casa circondariale,Pubblica,Ministero della giustizia. Casa circondariale di Marsala,Presidenza del consiglio dei ministri e ministeri,Piazza castello,,91025.0,+39 0923951260,+39 0923713130,,,37.7998582,12.4383979
Biblioteca comunale Leonardo Centonze,Importante non specializzata,Comune di Castelvetrano,Comune,Via G. Garibaldi 54,,91022.0,+39 0924902301,+39 092444810,,,37.6342774,12.7455833
Biblioteca comunale,Pubblica,Comune di Buseto Palizzolo,Comune,Via Venezia 20,,91012.0,+39 0923852284,,,,37.9886906,12.7479899
Biblioteca del Centro servizi culturali del comune,Importante non specializzata,Comune di Trapani,Comune,Presso il Comune - Piazza Vittorio Veneto,,91100.0,+39 092323600,,,,38.0186891,12.514582
Biblioteca comunale,Pubblica,Comune di Santa Ninfa,Comune,Piazza A. Moro,,91029.0,+39 092461573,,,,37.7701309,12.8802878
Biblioteca multimediale S. Giacomo de Spada,Pubblica,Comune di Alcamo,Comune,Via Navarra 75,,91011.0,+39 0924509837,+39 0924509837,bibliotecamultimediale@comune.alcamo.tp.it,http://www.comune.alcamo.tp.it,37.9800091972201,12.9662472883606
Biblioteca scolastica multimediale 1° Circolo didattico,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Rubino 15,,90125.0,,,,,37.798651,12.432866
Biblioteca scolastica Sappusi,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Giovanni Falcone 8,,91025.0,,,,,37.8093471,12.4469602
Biblioteca scolastica Scuola media V. Pipitone,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Sarzana 3,,90125.0,,,,,37.8011667,12.4337156
Biblioteca scolastica 5. Circolo didattico,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Re,,90125.0,,,,,37.7990835,12.434233
Biblioteca monsignore Andrea Linares,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via G. Falcone 20,,91025.0,,,,,37.8093471,12.4469602
Biblioteca scolastica Fahreneit 451 - Istituto comprensivo B. Mineo,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,"Via Libertà, 2",,91023.0,+39 0923921281,,lindaguarino@alice.it,http://lnx.icfavignana.it/index.php?option=com_content&task=blogsection&id=14&Itemid=81,37.9281152,12.3259812
Biblioteca Antonio Gandolfo del Liceo classico Giovanni XXIII,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,Via Eliodoro Lombardi,,91025.0,,,,,37.801201,12.432412
Biblioteca dell'Istituto di Istruzione Secondaria Superiore A. Damiani,NON SPECIFICATA,0,NON SPECIFICATA,Via Trapani,,91025.0,+39 0923989051,,tpta0001v@istruzione.it,,37.8053885,12.4551485
Biblioteca dell'Istituto professionale Cosentino e dell'Istituto tecnico industriale,NON SPECIFICATA,0,NON SPECIFICATA,"Via del Fante, 75",,91025.0,+39 0923712643,,info@itimarsala.it,,37.8059074,12.4377378
Biblioteca del Liceo classico,NON SPECIFICATA,0,NON SPECIFICATA,Via E. Lombardi,,91025.0,+39 0923956225,,tppc0500r@istruzione.it,,37.8013255,12.4328516
Biblioteca del secondo circolo Cavour,NON SPECIFICATA,0,NON SPECIFICATA,"Via Cavour, 6",,91025.0,+39 0923714421,,,,37.7959128,12.4377532
Biblioteca del IV Circolo didattico Sappusi,NON SPECIFICATA,0,NON SPECIFICATA,"Via Giovanni Falcone, 8",,91025.0,+39 0923712353,+39 0923716370,antonella.lafrancesca@istruzione.it,,37.8093471,12.4469602
Biblioteca Empedocle,Importante non specializzata,Fondazione Istituto di Alta Cultura  Orestiadi onlus,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Baglio di Stefano,,91024.0,+39 092467844,+39 092467855,,info@orestiadi.it,37.7947524,12.9793431000001
Biblioteca del Conservatorio di musica Antonio Scontrino,Specializzata,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,"Via F. Sceusa, 1",,91100.0,+39 0923 556125,,biblioteca@conservatorioscontrino.it,http://www.conservatorioscontrino.it/biblioteca.php,38.0127160732486,12.5651515915406
Biblioteca del Liceo Classico “Giovanni Pantaleo,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,"Piazza Regina Margherita, 1",,91022.0,+39 092489100,,,,37.6768478,12.794328
Biblioteca  del Liceo Classico “F. D'Aguirre,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",Presidenza del consiglio dei ministri e ministeri,"Via G.Baviera, 1",,91018.0,+39 0924981344,,,,37.817695,12.802565
Biblioteca dell'Ordine degli Architetti ,Specializzata,Ordine degli Architetti di Trapani,"Accademie, associazioni, fondazioni, istituti (pubblici)","Via G.B. Fardella, 18",,91100.0,+39 0923540177,+39 092320807,,,38.0157525,12.5068106
Biblioteca della Soprintendenza per i beni culturali e ambientali di Trapani,Specializzata,Regione siciliana. Soprintendenza per i beni culturali e ambientali di Trapani,Regione,Via Garibaldi 70,,91100.0,+39 0923808431,+39 092323423,,,38.0182272,12.5134521
Biblioteca comunale,Pubblica,Comune di Allerona,Comune,Via A. Moro 36,,5011.0,,,,,42.8112772,11.9757975
Biblioteca comunale L. Lama,Importante non specializzata,Comune di Amelia,Comune,"Piazza Augusto Vera, 10",,5022.0,+39 0744982247,+39 0744970252,biblioteca@comune.amelia.tr.it,,42.5544189,12.4166883
Biblioteca del Monastero di S. Magno,Specializzata,Benedettine. Monastero S. Magno di Amelia,Enti ecclesiastici,Via Posterola 6,,5022.0,+39 0744982193,,,,42.5593086,12.4133646
Biblioteca comunale,Pubblica,Comune di Fabro,Comune,Via Giovanni XXIII 15,,5015.0,,,,,42.873721,12.044783
Biblioteca comunale,Pubblica,Comune di Ficulle,Comune,Via Castelmaggiore 29,,5016.0,+39 076386311,,,,42.8363608,12.06638
Biblioteca comunale Dante Alighieri,Pubblica,Comune di Giove,Comune,Via Roma 10,,5024.0,+39 0744995049,,biblioteca@comune.giove.tr.it,,42.5092727,12.3250427
Biblioteca comunale,Pubblica,Comune di Lugnano in Teverina,Comune,Via Umberto I 36,,5020.0,+39 0744902322,,,,42.5875803,12.2941178
Biblioteca comunale Giovanni Eroli,Importante non specializzata,Comune di Narni,Comune,Via Aurelio Saffi,,5035.0,+39 0744726103,+39 0744747255,biblioteca.eroli@comune.narni.tr.it,,42.5188965911928,12.5146079063416
Nuova Biblioteca pubblica Luigi Fumi,Pubblica,Comune di Orvieto,Comune,Piazza Febei,,5018.0,+39 0763306450,,biblioteca@comune.orvieto.tr.it,,42.7160105,12.110479
Biblioteca dell'Opera del Duomo di Orvieto,Pubblica,Opera del Duomo di Orvieto,Enti ecclesiastici,Piazza Duomo 26,,5018.0,+39 076342477,,,,42.716728,12.1128369
Biblioteca dell'Istituto storico artistico orvietano,Specializzata,Istituto storico artistico orvietano,"Accademie, associazioni, fondazioni, istituti (pubblici)",Piazza dei Febei 1,,5018.0,,,,,42.7160105,12.110479
Biblioteca comunale,Pubblica,Comune di Otricoli,Comune,Comune - via Roma,,5030.0,,+39 0744719641,,,42.4189599,12.4754522
Biblioteca comunale,Pubblica,Comune di San Gemini,Comune,Via Cataone 4,,5029.0,+39 0744331438,+39 0744630324,,http://www.comune.sangemini.tr.it,42.6150937,12.5477675
Biblioteca del Convento di S. Francesco,Specializzata,Frati minori OFM. Convento S. Francesco di Stroncone,Enti ecclesiastici,Via S. Francesco 15,,5039.0,+39 074460111,,,,42.50674,12.6550049
Biblioteca comunale,Importante non specializzata,Comune di Terni,Comune,Piazza della Repubblica 1,,5100.0,+39 0744549072,+39 0744471515,bct@comune.terni.it,http://www.bct.comune.terni.it/,42.5618113,12.6474194
Biblioteca della Camera di commercio industria artigianato e agricoltura - CCIAA,Specializzata,Camera di commercio industria artigianato e agricoltura - CCIAA di Terni,"Camere di commercio, industria, artigianato",Largo don Minzoni 6,,5100.0,+39 07444890,+39 0744406437,,,42.5666178,12.6472786
Biblioteca dell'Archivio di Stato di Terni,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Terni,Direzione generale per gli archivi,Via del Pozzo 21,,5100.0,+39 0744418259,+39 0744418114,,,42.5616913,12.6455766
Biblioteca della Himont Italia,Specializzata,Himont italia. Dipartimento ricerca. Technical center. Terni,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Piazzale Donegani 4,,5100.0,+39 0744202324,+39 0744202577,,,42.5475002,12.6180524
Biblioteca della Cassa di risparmio di Terni e Narni,Pubblica,Cassa di risparmio di Terni e Narni,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Corso Tacito 49,,5100.0,+39 07445481,+39 0744548242,,,42.5638335,12.6480183
Biblioteca dell'ex Seminario vescovile di Amelia,Specializzata,Seminario vescovile di Amelia,Enti ecclesiastici,"Via Geraldini, snc",,5022.0,,,beni-culturali@libero.it,,42.5566281,12.41329
Nuova Biblioteca  pubblica Luigi Fumi. Sezione ragazzi di Orvieto,Pubblica,Comune di Orvieto,Comune,Piazza G. Marconi 1,,5018.0,+39 076340827,,,,42.716949,12.115072
Biblioteca diocesana Angelo Mai,Specializzata,0,NON SPECIFICATA,"Via Lattanzi, n. 4",,5018.0,+39 0763.341264,+39 0763.395008,bibliotecaangelomai@libero.it,,42.7169158,12.1097851
Biblioteca del Centro per l'innovazione scolastica e per l'educazione permanente,Specializzata,Comune di Orvieto,Comune,Piazza G. Marconi 2,,5018.0,+39 076340827,,,,42.7172572,12.1152843
Biblioteca comunale Ida Grassini di Sarro,Pubblica,Comune di Orvieto,Comune,Piazza Sirio,Canale di Orvieto,5010.0,+39 076329274,,,,42.6859219,12.129492
Biblioteca comunale,Pubblica,Comune di Castel Giorgio,Comune,Piazza G. della Rovere,,5013.0,+39 076362673,,,,42.7048162,11.9791307
Biblioteca comunale,Pubblica,Comune di Castel Viscardo,Comune,Via delle Regioni 3,,5014.0,+39 076361023,,,,42.754779,11.9994239
Biblioteca dell'Associazione ameria umbra,Specializzata,Associazione ameria umbra,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via della Valle 1,,5022.0,+39 0744983415,,,,42.5579877,12.4107967
Biblioteca dell'Istituto Superiore di Studi musicali G. Briccialdi,Specializzata,Comune di Terni. Istituto Superiore di Studi musicali G. Briccialdi,Comune,Via del Tribunale 22,,5100.0,+39 0744435130,+39 0744435081,briccialdi@libero.it,www.briccialditerni.it,42.5633541,12.6492607
Biblioteca della delegazione regionale del comitato italiano gioco infantile,Specializzata,Comitato italiano gioco infantile. Delegazione regionale,"Accademie, associazioni, fondazioni, istituti (pubblici)",Via Rinascita 12,,5031.0,+39 074478422,,,,42.5821351,12.7939759
Biblioteca comunale,Pubblica,Comune di Avigliano Umbro,Comune,Via fratelli Rosselli 8,,5020.0,+39 0744933521,,,,42.6550438,12.4281269
Biblioteca comunale,Pubblica,Comune di Guardea,Comune,Piazza P. Panfili,,5025.0,+39 0744903521,+39 0744903529,,,42.6236535,12.2969075
Biblioteca diocesana B. Lucia Broccadelli di Narni,Importante non specializzata,Diocesi di Terni-Narni-Amelia,Enti ecclesiastici,"Piazza Cavour, 8",,5035.0,,,,,42.5186561,12.5148997
Biblioteca del Circolo lavoratori della Società Terni,Importante non specializzata,Circolo lavoratori della Società Terni,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Via L. A. Muratori 3,,5100.0,+39 0744407545,+39 0744406152,,,42.5691797,12.6445336
Biblioteca del Servizio aggiornamento permanente operatori scolastici per la sperimentazione (SAPOSS),Specializzata,Provincia di Terni,Provincia,Via C. Goldoni 2,,5100.0,+39 074443548,,,,42.5648533,12.6484262
Biblioteca del Circolo culturale don Vincenzo Luchetti,Pubblica,Circolo culturale don Vincenzo Luchetti,"Accademie, associazioni, fondazioni, istituti (pubblici)",Palazzo comunale,Castel dell'Aquila,5020.0,+39 0744935114,,,,42.6534444,12.489537
Nuova Biblioteca pubblica Luigi Fumi. Sezione ragazzi di Orvieto Scalo,Pubblica,Comune di Orvieto,Comune,Viale I Maggio,Orvieto Scalo,5019.0,,,,,42.7185982,12.1247235
Biblioteca di medicina. Corsi raddoppiati di Terni e Usl Conca ternana. Università degli studi di Perugia,Istituto di insegnamento superiore,Università degli studi di Perugia. Facoltà di medicina,Universita' statali,Via T. Joannuccio,,5100.0,+39 0744455493,,,,42.5554426,12.6571844
Biblioteca Gisa Giani,Specializzata,Fondazione Gisa Giani,Privati - Famiglie,Via del Mercato 10,,5100.0,+39 0744420262,,,,42.564445,12.648722
Biblioteca dell'Archivio di Stato di Terni. Sezione staccata di Orvieto,Specializzata,Ministero dei beni e delle attività culturali e del turismo. Archivio di Stato di Terni,Direzione generale per gli archivi,Piazza Duomo,,5018.0,+39 076343415,,,,42.7168119,12.1127986
